0x0000 Type: 0   Name: UNKNOWN                                      flags: 0x0002 TYPE_TCP_WCHAR_STR
0x04FE Type: 3   Name: TEXT_MSG_ID                                  flags: 0x0475 TYPE_TCP_UINT32
0x04FF Type: 0   Name: TEXT_VALUE                                   flags: 0x0476 TYPE_TCP_WCHAR_STR
0x0500 Type: 3   Name: THREAD_ID                                    flags: 0x0477 TYPE_TCP_UINT32
0x0501 Type: 3   Name: THREAD_MAIL_ID                               flags: 0x0478 TYPE_TCP_UINT32
0x0502 Type: 1   Name: TICKET_RATIO                                 flags: 0x0479 TYPE_TCP_FLOAT
0x0503 Type: 5   Name: TIMEOUT_FLAG                                 flags: 0x047A TYPE_TCP_UINT8
0x0504 Type: 7   Name: TIMESTAMP_DATETIME                           flags: 0x047B TYPE_TCP_DATETIME
0x0505 Type: 3   Name: TIME_IN_MATCH_SEC                            flags: 0x058E TYPE_TCP_UINT32
0x0506 Type: 1   Name: TIME_TO_EQUIP_SECS                           flags: 0x047C TYPE_TCP_FLOAT
0x0507 Type: 1   Name: TIME_TO_LIVE_SECS                            flags: 0x047D TYPE_TCP_FLOAT
0x0508 Type: 3   Name: TIME_TYPE_VALUE_ID                           flags: 0x047E TYPE_TCP_UINT32
0x0509 Type: 3   Name: TIP_MSG_ID                                   flags: 0x047F TYPE_TCP_UINT32
0x050A Type: 3   Name: TITLE_MSG_ID                                 flags: 0x0480 TYPE_TCP_UINT32
0x050B Type: 1   Name: TOSS_Z                                       flags: 0x0481 TYPE_TCP_FLOAT
0x050C Type: 3   Name: TOTAL_POINTS_AVAILABLE                       flags: 0x0482 TYPE_TCP_UINT32
0x050D Type: 3   Name: TO_CHARACTER_ID                              flags: 0x0483 TYPE_TCP_UINT32
0x050E Type: 7   Name: TO_DATETIME                                  flags: 0x0484 TYPE_TCP_DATETIME
0x050F Type: 3   Name: TO_LOCATION_VALUE_ID                         flags: 0x0485 TYPE_TCP_UINT32
0x0510 Type: 3   Name: TO_PLAYER_ID                                 flags: 0x0486 TYPE_TCP_UINT32
0x0511 Type: 0   Name: TRACK_TARGET_FLAG                            flags: 0x0487 TYPE_TCP_WCHAR_STR
0x0512 Type: 0   Name: TRACK_TO_WORLD_POS_FLAG                      flags: 0x0488 TYPE_TCP_WCHAR_STR
0x0513 Type: 3   Name: TRAINING_COUNT                               flags: 0x0489 TYPE_TCP_UINT32
0x0514 Type: 0   Name: TRAINING_FLAG                                flags: 0x048A TYPE_TCP_WCHAR_STR
0x0515 Type: 3   Name: TRAINING_MAP_GAME_ID                         flags: 0x048B TYPE_TCP_UINT32
0x0516 Type: 3   Name: TRANSACTION_COUNT                            flags: 0x048C TYPE_TCP_UINT32
0x0517 Type: 1   Name: TRANSITION_SEC                               flags: 0x048D TYPE_TCP_FLOAT
0x0518 Type: 1   Name: TRANSLATION_X                                flags: 0x048E TYPE_TCP_FLOAT
0x0519 Type: 1   Name: TRANSLATION_Y                                flags: 0x048F TYPE_TCP_FLOAT
0x051A Type: 1   Name: TRANSLATION_Z                                flags: 0x0490 TYPE_TCP_FLOAT
0x051B Type: 3   Name: TRIGGER_EVENT_FLAGS                          flags: 0x0491 TYPE_TCP_UINT32
0x051C Type: 3   Name: TURNIN_MSG_ID                                flags: 0x0492 TYPE_TCP_UINT32
0x051D Type: 3   Name: TURNIN_UI_VOLUME_ID                          flags: 0x0493 TYPE_TCP_UINT32
0x051E Type: 3   Name: TUTORIAL_MAP_GAME_ID                         flags: 0x0494 TYPE_TCP_UINT32
0x051F Type: 0   Name: TYPE                                         flags: 0x0495 TYPE_TCP_WCHAR_STR
0x0520 Type: 3   Name: TYPE_MSG_ID                                  flags: 0x0496 TYPE_TCP_UINT32
0x0521 Type: 3   Name: TYPE_VALUE_ID                                flags: 0x0497 TYPE_TCP_UINT32
0x0522 Type: 3   Name: UI_SCENE_RES_ID                              flags: 0x0498 TYPE_TCP_UINT32
0x0523 Type: 3   Name: UI_VOLUME_ID                                 flags: 0x0499 TYPE_TCP_UINT32
0x0524 Type: 3   Name: UNDER_ATTACK_COUNT                           flags: 0x049A TYPE_TCP_UINT32
0x0525 Type: 3   Name: UNDER_BID_COUNT                              flags: 0x049B TYPE_TCP_UINT32
0x0526 Type: 3   Name: UNLOCK_TYPE_VALUE_ID                         flags: 0x049C TYPE_TCP_UINT32
0x0527 Type: 3   Name: UNPRIVILEGED_LOGIN_CAP                       flags: 0x049D TYPE_TCP_UINT32
0x0528 Type: 3   Name: UPDATED_TOKEN                                flags: 0x05AE TYPE_TCP_UINT32
0x0529 Type: 0   Name: UPDATE_JOINTS_FROM_ANIM_FLAG                 flags: 0x049E TYPE_TCP_WCHAR_STR
0x052A Type: 0   Name: UPDATE_SKELETON_FLAG                         flags: 0x049F TYPE_TCP_WCHAR_STR
0x052B Type: 0   Name: URI_NAME                                     flags: 0x04A0 TYPE_TCP_WCHAR_STR
0x052C Type: 0   Name: USER_DEFINED_FLAG                            flags: 0x04A1 TYPE_TCP_WCHAR_STR
0x052D Type: 0   Name: USER_NAME                                    flags: 0x04A2 TYPE_TCP_WCHAR_STR
0x052E Type: 3   Name: USES                                         flags: 0x04A3 TYPE_TCP_UINT32
0x052F Type: 1   Name: USE_DEVICE_CHANCE                            flags: 0x04A4 TYPE_TCP_FLOAT
0x0530 Type: 3   Name: USE_MSG_ID                                   flags: 0x04A5 TYPE_TCP_UINT32
0x0531 Type: 0   Name: USE_PLAYER_COMPONENTS_FLAG                   flags: 0x04A6 TYPE_TCP_WCHAR_STR
0x0532 Type: 0   Name: USE_TAB_TARGET_FLAG                          flags: 0x04A7 TYPE_TCP_WCHAR_STR
0x0533 Type: 3   Name: VALID_VALUE_GROUP_ID                         flags: 0x04A8 TYPE_TCP_UINT32
0x0534 Type: 1   Name: VALUE                                        flags: 0x04A9 TYPE_TCP_FLOAT
0x0535 Type: 3   Name: VALUE_ID                                     flags: 0x04AA TYPE_TCP_UINT32
0x0536 Type: 3   Name: VERSION                                      flags: 0x04AB TYPE_TCP_UINT32
0x0537 Type: 3   Name: VICTIM_CHARACTER_ID                          flags: 0x04AC TYPE_TCP_UINT32
0x0538 Type: 3   Name: VICTIM_DEVICE_MODE_ID                        flags: 0x0592 TYPE_TCP_UINT32
0x0539 Type: 1   Name: VICTIM_LOC_X                                 flags: 0x04AD TYPE_TCP_FLOAT
0x053A Type: 1   Name: VICTIM_LOC_Y                                 flags: 0x0579 TYPE_TCP_FLOAT
0x053B Type: 1   Name: VICTIM_LOC_Z                                 flags: 0x04BF TYPE_TCP_FLOAT
0x053C Type: 3   Name: VICTORY_BONUS_LIVES                          flags: 0x04C0 TYPE_TCP_UINT32
0x053D Type: 3   Name: VIDEO_ARRIVAL_RES_ID                         flags: 0x04AE TYPE_TCP_UINT32
0x053E Type: 3   Name: VIDEO_BRIEFING_RES_ID                        flags: 0x04AF TYPE_TCP_UINT32
0x053F Type: 3   Name: VIDEO_DEPARTURE_RES_ID                       flags: 0x04B0 TYPE_TCP_UINT32
0x0540 Type: 3   Name: VIDEO_DEPART_OVERRIDE_RES_ID                 flags: 0x04B2 TYPE_TCP_UINT32
0x0541 Type: 3   Name: VIDEO_LEAD_IN_RES_ID                         flags: 0x04B3 TYPE_TCP_UINT32
0x0542 Type: 3   Name: VIDEO_LEAD_OUT_RES_ID                        flags: 0x04B4 TYPE_TCP_UINT32
0x0543 Type: 3   Name: VIDEO_RES_ID                                 flags: 0x04B5 TYPE_TCP_UINT32
0x0544 Type: 3   Name: VISIBILITY_CONFIG_ID                         flags: 0x04B6 TYPE_TCP_UINT32
0x0545 Type: 0   Name: VOICE_CH_PREFIX                              flags: 0x04B7 TYPE_TCP_WCHAR_STR
0x0546 Type: 3   Name: VOIP_ACCESS                                  flags: 0x04B8 TYPE_TCP_UINT32
0x0547 Type: 0   Name: VOIP_BANNED_FLAG                             flags: 0x04B9 TYPE_TCP_WCHAR_STR
0x0548 Type: 0   Name: VOIP_PASSWORD                                flags: 0x04B1 TYPE_TCP_WCHAR_STR
0x0549 Type: 3   Name: VOIP_REFERENCE                               flags: 0x04BA TYPE_TCP_UINT32
0x054A Type: 3   Name: VOLUME_TYPE_VALUE_ID                         flags: 0x04BB TYPE_TCP_UINT32
0x054B Type: 3   Name: VULNERABLE_TO_ATTACK_FLAGS                   flags: 0x04BC TYPE_TCP_UINT32
0x054C Type: 0   Name: WAIT_FOR_FX_FLAG                             flags: 0x04BD TYPE_TCP_WCHAR_STR
0x054D Type: 3   Name: WAIT_TIME_SEC                                flags: 0x04BE TYPE_TCP_UINT32
0x054E Type: 1   Name: WALK_SPEED_PCT                               flags: 0x04C3 TYPE_TCP_FLOAT
0x054F Type: 3   Name: WATER_DEPTH_MAX                              flags: 0x04C4 TYPE_TCP_UINT32
0x0550 Type: 3   Name: WEAR_FLAIR_DURATION                          flags: 0x04C1 TYPE_TCP_UINT32
0x0551 Type: 0   Name: WEAR_FLAIR_START_DATE                        flags: 0x04C2 TYPE_TCP_WCHAR_STR
0x0552 Type: 1   Name: WEIGHT                                       flags: 0x05E4 TYPE_TCP_FLOAT
0x0553 Type: 3   Name: WIDTH                                        flags: 0x05E6 TYPE_TCP_UINT32
0x0554 Type: 3   Name: WIN                                          flags: 0x05E5 TYPE_TCP_UINT32
0x0555 Type: 3   Name: WINNING_TASKFORCE                            flags: 0x04C5 TYPE_TCP_UINT32
0x0556 Type: 3   Name: WIN_BONUS_CURRENCY                           flags: 0x04C6 TYPE_TCP_UINT32
0x0557 Type: 3   Name: WIN_BONUS_XP                                 flags: 0x05EC TYPE_TCP_UINT32
0x0558 Type: 3   Name: WIN_LOOT_TABLE_ID                            flags: 0x0596 TYPE_TCP_UINT32
0x0559 Type: 1   Name: WIN_PERCENTAGE                               flags: 0x0597 TYPE_TCP_FLOAT
0x055A Type: 1   Name: WIN_RATING                                   flags: 0x04C7 TYPE_TCP_FLOAT
0x055B Type: 1   Name: WIN_VARIANCE                                 flags: 0x04C8 TYPE_TCP_FLOAT
0x055C Type: 3   Name: WON_STRIKE_FORCE_ID                          flags: 0x04C9 TYPE_TCP_UINT32
0x055D Type: 3   Name: WORD_AMOUNTS                                 flags: 0x05BB TYPE_TCP_UINT32
0x055E Type: 3   Name: WORD_IDS                                     flags: 0x056E TYPE_TCP_UINT32
0x055F Type: 2   Name: XP_GAINED                                    flags: 0x04D3 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x0560 Type: 3   Name: XP_LEVEL_ID                                  flags: 0x04CA TYPE_TCP_UINT32
0x0561 Type: 3   Name: XP_MISSION_CAP_ID                            flags: 0x04CB TYPE_TCP_UINT32
0x0562 Type: 1   Name: XP_REWARD_VALUE                              flags: 0x04CC TYPE_TCP_FLOAT
0x0563 Type: 3   Name: XP_VALUE                                     flags: 0x04CD TYPE_TCP_UINT32
0x0564 Type: 0   Name: ZONE_NAME                                    flags: 0x04CE TYPE_TCP_WCHAR_STR
0x0565 Type: 3   Name: ZONE_OBJECT_ID                               flags: 0x04CF TYPE_TCP_UINT32
0x0566 Type: 3   Name: ZONE_STATUS                                  flags: 0x04D0 TYPE_TCP_UINT32
0x0567 Type: 3   Name: ZONE_TYPE_VALUE_ID                           flags: 0x04D1 TYPE_TCP_UINT32
0x0568 Type: 6   Name: DATA_SET_QUEST_REQ_OBJECTIVES                flags: 0x04D2 TYPE_TCP_DATA_SET
0x0569 Type: 3   Name: KIT_INVENTORY_ID                             flags: 0x04D4 TYPE_TCP_UINT32
0x056A Type: 3   Name: UI_NAME_MSG_ID                               flags: 0x04D5 TYPE_TCP_UINT32
0x056B Type: 3   Name: CATEGORY_MSG_ID                              flags: 0x04D6 TYPE_TCP_UINT32
0x056C Type: 6   Name: DATA_SET_FLAIRS_SORT                         flags: 0x04D7 TYPE_TCP_DATA_SET
0x056D Type: 7   Name: ACQUIRE_DATETIME                             flags: 0x05D1 TYPE_TCP_DATETIME
0x056E Type: 3   Name: SUB_LOOT_TABLE_ID                            flags: 0x04DA TYPE_TCP_UINT32
0x056F Type: 0   Name: KEYBIND_CHAT                                 flags: 0x04D8 TYPE_TCP_WCHAR_STR
0x0570 Type: 0   Name: KEYBIND_MISSIONSCREEN                        flags: 0x04D9 TYPE_TCP_WCHAR_STR
0x0571 Type: 0   Name: UI_CODE                                      flags: 0x04DB TYPE_TCP_WCHAR_STR
0x0572 Type: 3   Name: LOOT_TABLE_ITEM_ID                           flags: 0x04DC TYPE_TCP_UINT32
0x0573 Type: 5   Name: DEFERRED_FLAG                                flags: 0x04DD TYPE_TCP_UINT8
0x0574 Type: 3   Name: LOOT_TABLE_GROUP_ID                          flags: 0x04DE TYPE_TCP_UINT32
0x0575 Type: 6   Name: DATA_SET_LOOT_TABLE_GROUPS                   flags: 0x04DF TYPE_TCP_DATA_SET
0x0576 Type: 6   Name: DATA_SET_LOOT_TABLE_GROUP_ITEMS              flags: 0x04E0 TYPE_TCP_DATA_SET
0x0577 Type: 3   Name: WIN_LOOT_TABLE_GROUP_ID                      flags: 0x04E1 TYPE_TCP_UINT32
0x0578 Type: 3   Name: LOSE_LOOT_TABLE_GROUP_ID                     flags: 0x04E2 TYPE_TCP_UINT32
0x0579 Type: 3   Name: STARTING_TEAM_SIZE                           flags: 0x04E3 TYPE_TCP_UINT32
0x057A Type: 3   Name: HEX_ZONE_ROTATION_ID                         flags: 0x04E4 TYPE_TCP_UINT32
0x057B Type: 3   Name: PERIOD_DURATION                              flags: 0x04E5 TYPE_TCP_UINT32
0x057C Type: 3   Name: CLOSED_DURATION                              flags: 0x04E6 TYPE_TCP_UINT32
0x057D Type: 3   Name: HEX_SEASON_NBR                               flags: 0x04E7 TYPE_TCP_UINT32
0x057E Type: 3   Name: ROTATION_REMAINING_SECONDS                   flags: 0x05AC TYPE_TCP_UINT32
0x057F Type: 3   Name: DAYS                                         flags: 0x05AD TYPE_TCP_UINT32
0x0580 Type: 3   Name: SECONDS                                      flags: 0x04E8 TYPE_TCP_UINT32
0x0581 Type: 5   Name: ALLOW_BIDDING                                flags: 0x04E9 TYPE_TCP_UINT8
0x0582 Type: 3   Name: AVA_POINT_VALUE                              flags: 0x04EA TYPE_TCP_UINT32
0x0583 Type: 2   Name: NET_WORTH                                    flags: 0x04EB TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x0584 Type: 3   Name: PLACE                                        flags: 0x04EC TYPE_TCP_UINT32
0x0585 Type: 0   Name: KEYBIND_SHOWPATH                             flags: 0x04ED TYPE_TCP_WCHAR_STR
0x0586 Type: 3   Name: MODIFICATION_COUNT                           flags: 0x04EE TYPE_TCP_UINT32
0x0587 Type: 3   Name: NEW_CHARACTER_ID                             flags: 0x0590 TYPE_TCP_UINT32
0x0588 Type: 3   Name: NEW_AGENCY_ID                                flags: 0x058F TYPE_TCP_UINT32
0x0589 Type: 3   Name: NEW_HEX_TERRITORY_ID                         flags: 0x04EF TYPE_TCP_UINT32
0x058A Type: 3   Name: NEW_LOCATION_VALUE_ID                        flags: 0x04F0 TYPE_TCP_UINT32
0x058B Type: 3   Name: AGENCY_EVENT_LOG_ID                          flags: 0x04F1 TYPE_TCP_UINT32
0x058C Type: 3   Name: GENERIC_EVENT_NUMBER                         flags: 0x04F2 TYPE_TCP_UINT32
0x058D Type: 3   Name: TOURNAMENT_ID                                flags: 0x04F3 TYPE_TCP_UINT32
0x058E Type: 3   Name: SIGNUP_DURATION_MINS                         flags: 0x04F4 TYPE_TCP_UINT32
0x058F Type: 3   Name: TEAM_MIN                                     flags: 0x04F5 TYPE_TCP_UINT32
0x0590 Type: 3   Name: TEAM_MAX                                     flags: 0x04F6 TYPE_TCP_UINT32
0x0591 Type: 3   Name: TIME_BETWEEN_ROUNDS_MINS                     flags: 0x04F7 TYPE_TCP_UINT32
0x0592 Type: 3   Name: START_TIME                                   flags: 0x04F8 TYPE_TCP_UINT32
0x0593 Type: 3   Name: TOURNY_STATE                                 flags: 0x04F9 TYPE_TCP_UINT32
0x0594 Type: 3   Name: OPEN_BASE_MINUTES                            flags: 0x04FA TYPE_TCP_UINT32
0x0595 Type: 3   Name: OPEN_RAND_MINUTES                            flags: 0x04FB TYPE_TCP_UINT32
0x0596 Type: 3   Name: STEP_BASE_MINUTES                            flags: 0x04FC TYPE_TCP_UINT32
0x0597 Type: 3   Name: STEP_RAND_MINUTES                            flags: 0x04FE TYPE_TCP_UINT32
0x0598 Type: 5   Name: DEFENSE_FLAG                                 flags: 0x04FF TYPE_TCP_UINT8
0x0599 Type: 3   Name: REF_DEVICE_ID                                flags: 0x04FD TYPE_TCP_UINT32
0x059A Type: 0   Name: IS_FEMALE_FLAG                               flags: 0x0500 TYPE_TCP_WCHAR_STR
0x059B Type: 7   Name: APPLIED_ON_DATETIME                          flags: 0x0501 TYPE_TCP_DATETIME
0x059C Type: 3   Name: TOKEN_VALUE                                  flags: 0x0502 TYPE_TCP_UINT32
0x059D Type: 2   Name: TOKEN_CHANGE                                 flags: 0x05A8 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x059E Type: 3   Name: TOKEN_PRICE                                  flags: 0x0591 TYPE_TCP_UINT32
0x059F Type: 3   Name: TOKEN_GAINED                                 flags: 0x0505 TYPE_TCP_UINT32
0x05A0 Type: 3   Name: TOKEN_REWARD_VALUE                           flags: 0x0506 TYPE_TCP_UINT32
0x05A1 Type: 6   Name: DATA_SET_CURRENCY_CHANGE                     flags: 0x0507 TYPE_TCP_DATA_SET
0x05A2 Type: 7   Name: ACQUIRED_DATETIME                            flags: 0x0508 TYPE_TCP_DATETIME
0x05A3 Type: 2   Name: BOOST_XP                                     flags: 0x0607 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x05A4 Type: 2   Name: BOOST_TOKEN                                  flags: 0x0503 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x05A5 Type: 4   Name: CPU_MACHINE                                  flags: 0x0504 TYPE_TCP_UINT16
0x05A6 Type: 4   Name: CPU_PROCESS                                  flags: 0x0509 TYPE_TCP_UINT16
0x05A7 Type: 3   Name: NET_FIELD_ACTIVITY                           flags: 0x050A TYPE_TCP_UINT32
0x05A8 Type: 4   Name: TICKS_PER_SEC                                flags: 0x050D TYPE_TCP_UINT16
0x05A9 Type: 4   Name: DELAYED_TICK_COUNT                           flags: 0x050E TYPE_TCP_UINT16
0x05AA Type: 4   Name: PHYSICS_TICK_PERCENT                         flags: 0x050F TYPE_TCP_UINT16
0x05AB Type: 4   Name: NET_TICK_PERCENT                             flags: 0x0510 TYPE_TCP_UINT16
0x05AC Type: 4   Name: TBD1                                         flags: 0x059D TYPE_TCP_UINT16
0x05AD Type: 4   Name: TBD2                                         flags: 0x059F TYPE_TCP_UINT16
0x05AE Type: 3   Name: SPAWN_GROUP_MIN                              flags: 0x059E TYPE_TCP_UINT32
0x05AF Type: 0   Name: KEYBIND_MISSIONLOG                           flags: 0x05A0 TYPE_TCP_WCHAR_STR
0x05B0 Type: 0   Name: KEYBIND_ZONE_MAP                             flags: 0x059C TYPE_TCP_WCHAR_STR
0x05B1 Type: 3   Name: CAPTURE_LOOT_TABLE_ID                        flags: 0x050B TYPE_TCP_UINT32
0x05B2 Type: 3   Name: REGION_SECONDS                               flags: 0x050C TYPE_TCP_UINT32
0x05B3 Type: 1   Name: PRODUCTION_MODIFIER                          flags: 0x058D TYPE_TCP_FLOAT
0x05B4 Type: 6   Name: DATA_SET_HAS_ME_IGNORED                      flags: 0x0593 TYPE_TCP_DATA_SET
0x05B5 Type: 5   Name: REFRESH_ALL_FLAG                             flags: 0x0511 TYPE_TCP_UINT8
0x05B6 Type: 0   Name: PARAM_ONE                                    flags: 0x0512 TYPE_TCP_WCHAR_STR
0x05B7 Type: 0   Name: PARAM_TWO                                    flags: 0x0513 TYPE_TCP_WCHAR_STR
0x05B8 Type: 0   Name: PARAM_THREE                                  flags: 0x0514 TYPE_TCP_WCHAR_STR
0x05B9 Type: 0   Name: PARAM_FOUR                                   flags: 0x0515 TYPE_TCP_WCHAR_STR
0x05BA Type: 6   Name: DATA_SET_CHARACTER_PROFILES                  flags: 0x0516 TYPE_TCP_DATA_SET
0x05BB Type: 3   Name: SUB_BEHAVIOR_ID                              flags: 0x05FA TYPE_TCP_UINT32
0x05BC Type: 7   Name: GAG_UNTIL_DATETIME                           flags: 0x0517 TYPE_TCP_DATETIME
0x05BD Type: 3   Name: FAST_QUEUE_SECONDS                           flags: 0x0518 TYPE_TCP_UINT32
0x05BE Type: 6   Name: DATA_SET_PET_USED_RESOURCES                  flags: 0x0519 TYPE_TCP_DATA_SET
0x05BF Type: 5   Name: SEAL_LATE_BACKFILLS                          flags: 0x051A TYPE_TCP_UINT8
0x05C0 Type: 3   Name: ORIGINATING_CHARACTER_ID                     flags: 0x051B TYPE_TCP_UINT32
0x05C1 Type: 6   Name: DATA_SET_FACT_METRIC_CLASS                   flags: 0x051C TYPE_TCP_DATA_SET
0x05C2 Type: 6   Name: DATA_SET_FACT_METRIC_CLASS_MAP               flags: 0x051D TYPE_TCP_DATA_SET
0x05C3 Type: 3   Name: ITEM_PROFILE_NBR                             flags: 0x051E TYPE_TCP_UINT32
0x05C4 Type: 3   Name: GAMEPLAY_TYPE_VALUE_ID                       flags: 0x051F TYPE_TCP_UINT32
0x05C5 Type: 3   Name: CLASS_VALUE_ID                               flags: 0x0520 TYPE_TCP_UINT32
0x05C6 Type: 2   Name: BOOST_CREDIT                                 flags: 0x0521 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x05C7 Type: 3   Name: OPEN_OFFSET_MINS                             flags: 0x0571 TYPE_TCP_UINT32
0x05C8 Type: 0   Name: WAIT_TIMER_CLOSED_FLAG                       flags: 0x056A TYPE_TCP_WCHAR_STR
0x05C9 Type: 3   Name: OVERRIDE_NAME_MSG_ID                         flags: 0x0522 TYPE_TCP_UINT32
0x05CA Type: 6   Name: DATA_SET_PLAYER_TOKEN_REWARD                 flags: 0x0523 TYPE_TCP_DATA_SET
0x05CB Type: 3   Name: NEW_PLAYER_ID                                flags: 0x0524 TYPE_TCP_UINT32
0x05CC Type: 3   Name: BID_PLAYER_ID                                flags: 0x0525 TYPE_TCP_UINT32
0x05CD Type: 3   Name: FROM_PLAYER_ID                               flags: 0x0000 TYPE_TCP_UINT32
0x05CE Type: 5   Name: CHALLENGE_FLAG                               flags: 0x0526 TYPE_TCP_UINT8
0x05CF Type: 5   Name: WARN_CHAT_FLAG                               flags: 0x0527 TYPE_TCP_UINT8
0x05D0 Type: 0   Name: AIM_FROM_SOCKET_FLAG                         flags: 0x0529 TYPE_TCP_WCHAR_STR
0x05D1 Type: 5   Name: SYS_AVA_TEAMS_OK                             flags: 0x052A TYPE_TCP_UINT8
0x05D2 Type: 3   Name: BILBOARD_ID                                  flags: 0x0528 TYPE_TCP_UINT32
0x05D3 Type: 6   Name: DATA_SET_BILBOARD                            flags: 0x052B TYPE_TCP_DATA_SET
0x05D4 Type: 3   Name: SECTION_ID                                   flags: 0x052F TYPE_TCP_UINT32
0x05D5 Type: 3   Name: LINE_ID                                      flags: 0x0530 TYPE_TCP_UINT32
0x05D6 Type: 3   Name: HZPOINT_PRICE                                flags: 0x0531 TYPE_TCP_UINT32
0x05D7 Type: 3   Name: HZPOINT_VALUE                                flags: 0x0532 TYPE_TCP_UINT32
0x05D8 Type: 3   Name: HZPOINT_CHANGE                               flags: 0x052C TYPE_TCP_UINT32
0x05D9 Type: 3   Name: HZPOINT_GAINED                               flags: 0x052D TYPE_TCP_UINT32
0x05DA Type: 5   Name: OVER_29_FLAG                                 flags: 0x052E TYPE_TCP_UINT8
0x05DB Type: 3   Name: ITEM_SPECIAL_TYPE_VALUE_ID                   flags: 0x0533 TYPE_TCP_UINT32
0x05DC Type: 3   Name: DISC_PRICE                                   flags: 0x0534 TYPE_TCP_UINT32
0x05DD Type: 3   Name: DISC_TOKEN_PRICE                             flags: 0x0535 TYPE_TCP_UINT32
0x05DE Type: 3   Name: DISC_HZPOINT_PRICE                           flags: 0x0536 TYPE_TCP_UINT32
0x05DF Type: 0   Name: CURRENCY_CODE                                flags: 0x0537 TYPE_TCP_WCHAR_STR
0x05E0 Type: 0   Name: LANGUAGE_CODE                                flags: 0x0538 TYPE_TCP_WCHAR_STR
0x05E1 Type: 0   Name: COUNTRY_CODE                                 flags: 0x0539 TYPE_TCP_WCHAR_STR
0x05E2 Type: 0   Name: FORMAT                                       flags: 0x053A TYPE_TCP_WCHAR_STR
0x05E3 Type: 5   Name: BUSY_FLAG                                    flags: 0x053B TYPE_TCP_UINT8
0x05E4 Type: 0   Name: STEAM_API                                    flags: 0x053C TYPE_TCP_WCHAR_STR
0x05E5 Type: 0   Name: STEAM_HZ_ID                                  flags: 0x053D TYPE_TCP_WCHAR_STR
0x05E6 Type: 3   Name: STEAM_APP_ID                                 flags: 0x053E TYPE_TCP_UINT32
0x05E7 Type: 1   Name: AMOUNT                                       flags: 0x0540 TYPE_TCP_FLOAT
0x05E8 Type: 0   Name: DETAIL_TYPE_CODE                             flags: 0x053F TYPE_TCP_WCHAR_STR
0x05E9 Type: 0   Name: RESULT                                       flags: 0x0541 TYPE_TCP_WCHAR_STR
0x05EA Type: 0   Name: ERROR_DESC                                   flags: 0x0542 TYPE_TCP_WCHAR_STR
0x05EB Type: 8   Name: ORDER_ID                                     flags: 0x0543 TYPE_TCP_UINT64
0x05EC Type: 8   Name: STEAM_TRANS_ID                               flags: 0x0544 TYPE_TCP_UINT64
0x05ED Type: 2   Name: ELITE_AGENT_CREDIT                           flags: 0x0545 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x05EE Type: 2   Name: ELITE_AGENT_XP                               flags: 0x0546 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x05EF Type: 2   Name: ELITE_AGENT_TOKEN                            flags: 0x0547 TYPE_TCP_DOUBLE_OR_INT_SIGNED
0x05F0 Type: 5   Name: ELITE_AGENT_ITEM_FLAG                        flags: 0x0548 TYPE_TCP_UINT8
0x05F1 Type: 5   Name: BOOST_ITEM_FLAG                              flags: 0x0549 TYPE_TCP_UINT8
0x05F2 Type: 0   Name: KEYBIND_AGENT_SKILLS                         flags: 0x054A TYPE_TCP_WCHAR_STR
0x05F3 Type: 5   Name: PURCHASE_FLAG                                flags: 0x054B TYPE_TCP_UINT8
0x05F4 Type: 6   Name: DATA_SET_PRICES                              flags: 0x054C TYPE_TCP_DATA_SET
0x05F5 Type: 3   Name: CURRENCY_TYPE_VALUE_ID                       flags: 0x054D TYPE_TCP_UINT32
0x05F6 Type: 3   Name: CURRENT_PRICE                                flags: 0x05C8 TYPE_TCP_UINT32
0x05F7 Type: 3   Name: PURCHASED_VALUE                              flags: 0x054E TYPE_TCP_UINT32
0x05F8 Type: 3   Name: CURRENCY_CODE_VALUE_ID                       flags: 0x05CF TYPE_TCP_UINT32
0x05F9 Type: 7   Name: BOOST_EXPIRATION_DATETIME                    flags: 0x054F TYPE_TCP_DATETIME
0x05FA Type: 0   Name: TRANSACTION_TYPE                             flags: 0x0550 TYPE_TCP_WCHAR_STR
0x05FB Type: 6   Name: DATA_SET_ENTICEMENTS                         flags: 0x0551 TYPE_TCP_DATA_SET
0x05FC Type: 0   Name: KEYBIND_SELECT_SPECIAL                       flags: 0x060A TYPE_TCP_WCHAR_STR
0x05FD Type: 0   Name: KEYBIND_SELECT_OFFHAND2                      flags: 0x0552 TYPE_TCP_WCHAR_STR
0x05FE Type: 3   Name: GAME_FLAGS                                   flags: 0x0553 TYPE_TCP_UINT32
0x05FF Type: 3   Name: CURRENT_LEVEL                                flags: 0x0554 TYPE_TCP_UINT32
0x0600 Type: 3   Name: LOGIN_SESSION_ID                             flags: 0x0556 TYPE_TCP_UINT32
0x0601 Type: 5   Name: GM_VISIBLE_FLAG                              flags: 0x0557 TYPE_TCP_UINT8
